Flow Duration,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,BotNet_Label
100812,1071.301035591001,19.83890806650002,100812.0,0.0,100812.0,100812.0,100812.0,0.0,100812.0,100812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
9012787,0.0,0.6657208253118597,1802557.4,2686934.994239031,6007981.0,6.0,1802557.4,2686934.994239031,6007981.0,6.0,0.0,0.0,0.0,0.0,3004797.0,0.0,3004797.0,3004797.0,6007981.0,0.0,6007981.0,6007981.0,Virut
26,0.0,76923.07692307692,26.0,0.0,26.0,26.0,26.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
221784,270.5334920463153,36.07113227284204,31683.42857142857,42778.13146089617,91534.0,10.0,73893.33333333331,66430.12785124933,129712.0,419.0,43416.66666666667,45005.05115354645,89950.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
1307682,0.0,6.882407190739032,163460.25,180796.1744820868,454716.0,9.0,232302.8,318401.63964040764,600976.0,9.0,580750.0,28487.918000443628,600894.0,560606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
102387326,4.356007891054797,0.03906733534578293,34129108.66666667,58743349.96683119,101959709.0,17826.0,101977535.0,0.0,101977535.0,101977535.0,102369500.0,0.0,102369500.0,102369500.0,17826.0,0.0,17826.0,17826.0,101959709.0,0.0,101959709.0,101959709.0,Neris
45015326,0.0,0.1110732820195504,11253831.5,9281950.162943507,23984263.0,2998966.0,11253831.5,9281950.162943507,23984263.0,2998966.0,0.0,0.0,0.0,0.0,2998966.0,0.0,2998966.0,2998966.0,14005453.333333332,9154417.61987022,23984263.0,5995969.0,Weasel Bot
8966188,0.0,0.6691807042190059,1793237.6,2682035.0392092755,6008816.0,9.0,1793237.6,2682035.0392092755,6008816.0,9.0,0.0,0.0,0.0,0.0,2957363.0,0.0,2957363.0,2957363.0,6008816.0,0.0,6008816.0,6008816.0,Virut
3215,0.0,933.1259720062204,1607.5,2146.0690809011717,3125.0,90.0,0.0,0.0,0.0,0.0,3125.0,0.0,3125.0,3125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
117091213,2.53648409979321,0.18788771109579333,5575772.0476190485,6046126.562067316,16036826.0,40741.0,11704565.7,1654282.5916202434,16083646.0,10375544.0,11704611.4,1653470.641348756,16079752.0,10375830.0,45517.2,5149.146483749624,59060.0,40741.0,11659048.5,1654276.9208235329,16036826.0,10330274.0,Normal
9,0.0,222222.22222222228,9.0,0.0,9.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murlo
91964314,2.5988341521255736,0.17398052901259067,6130954.266666668,4339755.55472918,11814923.0,1364718.0,11495539.25,942029.3050462544,13438310.0,10630191.0,11566664.0,1075849.648890773,13307869.0,10501963.0,1712574.1428571432,278073.4210890046,2110520.0,1364718.0,9997036.875,998385.0228642022,11814923.0,9047038.0,Normal
124410,819.8697853870268,16.07587814484366,124410.0,0.0,124410.0,124410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
10987763,4.550516788540125,0.18202067154160487,10987763.0,0.0,10987763.0,10987763.0,10987763.0,0.0,10987763.0,10987763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10987763.0,0.0,10987763.0,10987763.0,Normal
90047957,2.3987218277478517,0.044420774587923186,30015985.66666667,623.9025030670524,30016399.0,30015268.0,30015985.66666667,623.9025030670524,30016399.0,30015268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30015985.66666667,623.9025030670524,30016399.0,30015268.0,Normal
218154,275.0350669710388,36.67134226280517,31164.857142857145,41476.46209369266,88114.0,35.0,72706.33333333331,64927.46199670316,128557.0,1467.0,43421.0,44914.49099121575,89785.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
37693,3077.4944949990722,53.06024991377711,37693.0,0.0,37693.0,37693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
483,171842.65010351967,4140.786749482401,483.0,0.0,483.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
668,597305.3892215571,4491.017964071856,334.0,459.619407771256,659.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
8931315,0.0,0.33589678563570985,4465657.5,2058585.122825991,5921297.0,3010018.0,4465657.5,2058585.122825991,5921297.0,3010018.0,0.0,0.0,0.0,0.0,3010018.0,0.0,3010018.0,3010018.0,5921297.0,0.0,5921297.0,5921297.0,Neris
190598,860.4497423897418,10.493289541338315,190598.0,0.0,190598.0,190598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
5035716,56327.24323611577,59.375866311761826,16898.375838926182,216508.8633040033,3739787.0,254.0,12959.29,12958.566846415935,94428.0,435.0,25381.076142131977,266240.9008006319,3740720.0,2122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
11078228,4.51335719033766,0.18053428761350648,11078228.0,0.0,11078228.0,11078228.0,11078228.0,0.0,11078228.0,11078228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11078228.0,0.0,11078228.0,11078228.0,Normal
1421143,372.23558783317367,4.925612693444642,236857.16666666672,335577.06135039486,733408.0,7.0,343675.5,354576.5741056507,594399.0,92952.0,275629.0,477070.9141542796,826503.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
162,0.0,18518.51851851852,81.0,104.65180361560905,155.0,7.0,81.0,104.65180361560905,155.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
119898288,0.0,0.04170201329313393,29974572.0,25343290.63165977,51922970.0,8026571.0,29974572.0,25343290.63165977,51922970.0,8026571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29974572.0,25343290.63165977,51922970.0,8026571.0,Normal
114938192,11.745443150871903,0.21750820649762787,4789091.333333334,10948421.505973637,29983922.0,2.0,4789091.333333334,10948421.505973637,29983922.0,2.0,0.0,0.0,0.0,0.0,98.0,41.8011164125234,147.0,58.0,28734419.5,1257578.7603408115,29983922.0,26985543.0,Normal
1039012,128.00622129484552,2.8873583750717025,519506.0,680641.1885802974,1000792.0,38220.0,1000792.0,0.0,1000792.0,1000792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1307974,0.0,6.880870720671817,163496.75,180895.56246136688,455060.0,9.0,232360.6,318482.9809288088,601192.0,9.0,580905.5,28758.739897638075,601241.0,560570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
4,0.0,500000.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murlo
3313635,54.622793397583024,1.8107003336215364,662726.9999999999,1395958.6772304543,3158432.0,3198.0,828408.7499999999,1554606.8830070568,3158432.0,3198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neris
9029272,0.0,0.3322526998854393,4514636.0,2128206.1493948367,6019505.0,3009767.0,4514636.0,2128206.1493948367,6019505.0,3009767.0,0.0,0.0,0.0,0.0,3009767.0,0.0,3009767.0,3009767.0,6019505.0,0.0,6019505.0,6019505.0,Neris
10,0.0,200000.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
15883448,239.30572253581212,0.8814207091558458,1221803.6923076923,4211090.548155677,15234783.0,6.0,72073.88888888889,113254.84538579846,294637.0,6.0,5236139.0,8762960.511793317,15354734.0,175011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
112280877,2.645152121496165,0.1959371941849012,5346708.428571428,5328547.612485062,12155686.0,341967.0,11193684.7,520110.8838595114,12539737.0,10541217.0,11193406.499999998,554448.1850791929,12507303.0,10543642.0,406192.50000000006,127192.31259374304,759479.0,341967.0,10787492.2,536215.5321406163,12155686.0,10199250.0,Normal
845144,214.1646867279422,2.3664606268280908,845144.0,0.0,845144.0,845144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IRC
113264215,2.6221874225676665,0.1942361053753827,5393534.0476190485,5745061.152618242,14060720.0,80725.0,11318118.5,996396.8709138664,14141445.0,10840104.0,11316995.5,997494.5283708748,14143750.0,10845851.0,84363.3,4286.179548528294,94260.0,80725.0,11233755.2,997673.0150011631,14060720.0,10756018.0,Normal
117261805,1685.621332538758,3.257667746117332,307773.76640419936,892615.220629121,5140529.0,6.0,746890.4777070063,1274939.6240906036,5140529.0,3708.0,522355.9686098657,1802659.8297917587,10217878.0,6.0,2641738.0,0.0,2641738.0,2641738.0,5140529.0,0.0,5140529.0,5140529.0,Normal
1309739,0.0,6.87159808175522,163717.375,180811.608081796,454559.0,10.0,232415.0,318543.8635125468,600913.0,10.0,581658.5,29096.736939045244,602233.0,561084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
23,0.0,86956.52173913043,23.0,0.0,23.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murlo
119103,1057.9078612629403,67.16875309605972,17014.714285714286,23227.651952750093,53450.0,3.0,27833.5,38818.040966797904,55282.0,385.0,16413.25,22612.73508998856,48097.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
114090136,6.740284716638429,0.2278899904195048,4563605.44,5364566.59364608,14521524.0,223.0,9479892.916666666,4457403.060418383,14886629.0,332443.0,9474701.0,4436864.2486628685,15013820.0,332337.0,458955.5,160092.50641235177,791744.0,333264.0,10916916.0,1399901.151200803,14521524.0,9361859.0,Normal
502,0.0,3984.063745019921,502.0,0.0,502.0,502.0,502.0,0.0,502.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
3011202,0.0,0.6641865939249509,3011202.0,0.0,3011202.0,3011202.0,3011202.0,0.0,3011202.0,3011202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neris
421,256532.06650831355,4750.593824228029,421.0,0.0,421.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
86658,0.0,23.07923100002308,86658.0,0.0,86658.0,86658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
388,226804.12371134025,5154.639175257732,388.0,0.0,388.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
287108,1462.8641486827255,6.966019755632027,287108.0,0.0,287108.0,287108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IRC
11,0.0,181818.18181818182,11.0,0.0,11.0,11.0,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murlo
45199808,0.0,0.1106199389165547,11299952.0,9319164.699846907,24058307.0,2998422.0,11299952.0,9319164.699846907,24058307.0,2998422.0,0.0,0.0,0.0,0.0,2998422.0,0.0,2998422.0,2998422.0,14067128.666666668,9182954.090435296,24058307.0,5996005.0,Weasel Bot
6,0.0,333333.33333333326,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
501,379241.51696606784,3992.015968063872,501.0,0.0,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1307738,0.0,6.8821124720700935,163467.25,180708.33029478352,454318.0,9.0,232304.0,318399.0044040653,600830.0,9.0,580725.0,28029.712806234747,600545.0,560905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
1309154,0.0,6.8746686791622675,163644.25,180936.56438396143,455229.0,9.0,232420.8,318566.1425821959,601368.0,9.0,581470.0,29442.512155045464,602289.0,560651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
420441,499.4755506717947,4.756910006398044,420441.0,0.0,420441.0,420441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
112827527,4.546762777136824,0.33679724275087586,3049392.6216216213,4584007.6614781525,21599933.0,187.0,5899585.894736842,5358588.701340887,21599933.0,292.0,6511687.0,5349213.904762783,22452680.0,149774.0,2159932.777777778,1117602.5914758095,4197620.0,460170.0,10008327.777777778,4447199.986134865,21599933.0,7007573.0,Normal
7848,0.0,382.262996941896,3924.0,5538.0603102530395,7840.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murlo
47083,47660.514410721495,212.39088418325085,5231.444444444444,14587.184376286526,44120.0,6.0,954.5,904.3895731375943,1594.0,315.0,7807.499999999999,17794.614530806786,44120.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
110194082,5.3904891190073165,0.3992954902968383,2562653.0697674425,4580309.896780017,10863661.0,172.0,5247337.238095238,5410752.790148104,10863661.0,139097.0,5243960.571428571,5499190.985510111,10955873.0,46877.0,218113.6,39251.32471706458,260533.0,139097.0,10785292.8,33015.176829250224,10863661.0,10744931.0,Normal
90038647,0.0,0.07774439347139457,15006441.166666668,16438561.417911135,30013253.0,54.0,15006441.166666668,16438561.417911135,30013253.0,54.0,0.0,0.0,0.0,0.0,80.5,37.476659402887016,107.0,54.0,30012726.0,459.0718897950517,30013253.0,30012413.0,Normal
5000,16600.0,400.0,5000.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
8966121,0.0,0.6691857047211387,1793224.2,2681979.648110086,6008641.0,3.0,1793224.2,2681979.648110086,6008641.0,3.0,0.0,0.0,0.0,0.0,2957470.0,0.0,2957470.0,2957470.0,6008641.0,0.0,6008641.0,6008641.0,Virut
50077,1996.9247359067035,39.938494718134066,50077.0,0.0,50077.0,50077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
235839,1161.8095395587668,8.480361602618736,235839.0,0.0,235839.0,235839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
119898637,0.0,0.04170189190724495,29974659.25,25790334.38598681,52309889.0,7639469.0,29974659.25,25790334.38598681,52309889.0,7639469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29974659.25,25790334.38598681,52309889.0,7639469.0,Normal
948377,5978.635078665973,18.979793900526897,55786.882352941175,74027.93758767899,165463.0,4.0,71173.18181818182,93777.18370565216,221231.0,4.0,156968.8,90217.23059759704,222458.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
214013,841.0704022652831,56.07136015101886,19455.72727272728,41467.49079481638,103536.0,12.0,53487.5,61491.764052865925,110383.0,15.0,35665.16666666667,52415.26926923744,103555.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
172,0.0,17441.860465116282,86.0,73.53910524340094,138.0,34.0,86.0,73.53910524340094,138.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
9012870,0.0,0.6657146946533125,1802574.0,2687285.2859909567,6009207.0,10.0,1802574.0,2687285.2859909567,6009207.0,10.0,0.0,0.0,0.0,0.0,3003653.0,0.0,3003653.0,3003653.0,6009207.0,0.0,6009207.0,6009207.0,Virut
119418953,2.6963894081369144,0.19259924343835105,5428134.227272728,5615547.99124386,15283731.0,327.0,11468964.3,3985645.215824745,16012406.0,3198806.0,10748015.636363637,4044433.623996549,15368753.0,4471906.0,1182934.4444444443,1504805.4077157378,4944433.0,327.0,11560359.222222222,2916809.4617889333,15283731.0,6772050.0,Normal
58925,1832.8383538396267,135.7658039881205,8417.857142857143,10445.400270431182,26182.0,10.0,19248.0,8793.178492445153,27394.0,9926.0,19177.666666666668,6937.809908993856,26192.0,12319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
122110,1375.8086970764066,73.70403734337893,15263.749999999998,21358.13836021964,60569.0,3.0,38317.0,54130.43831339259,76593.0,41.0,12308.2,20340.032465559143,47891.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
118483320,162.26756643888774,0.37980029594039055,2692802.7272727275,3819184.39939116,12350418.0,479.0,5385605.454545455,4028573.66115592,12468198.0,144696.0,5566635.857142857,4050551.1134215463,12512590.0,81534.0,1560520.9090909087,2165999.1261118017,6661274.0,81390.0,8603417.636363637,2644825.627029626,12350418.0,5331502.0,Normal
23039,2281349.016884413,4340.466166066235,232.7171717171716,1591.8156431072339,15864.0,2.0,319.9861111111111,1900.7402893850872,16152.0,3.0,233.61538461538456,243.29900565733138,1177.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
386,215025.90673575128,5181.347150259066,386.0,0.0,386.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
33889,0.0,206.5566998140989,5648.166666666668,13480.757774200478,33161.0,16.0,5648.166666666668,13480.757774200478,33161.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
338,0.0,11834.31952662722,112.66666666666669,37.87259343289463,145.0,71.0,112.66666666666669,37.87259343289463,145.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
9741,4311.672312904218,410.6354583718304,3247.0,3894.1441935295616,7582.0,45.0,4870.5,6824.287545231371,9696.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
62484617,1.2002954263126877,0.0480118170525075,31242308.5,28724460.06799293,51553569.0,10931048.0,31242308.5,28724460.06799293,51553569.0,10931048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31242308.5,28724460.06799293,51553569.0,10931048.0,Normal
8990202,0.0,0.3336966177178221,4495101.0,2111748.9461695016,5988333.0,3001869.0,4495101.0,2111748.9461695016,5988333.0,3001869.0,0.0,0.0,0.0,0.0,3001869.0,0.0,3001869.0,3001869.0,5988333.0,0.0,5988333.0,5988333.0,Neris
5530447,1386.6871882146231,2.7122581592410158,395031.9285714285,826771.8942639744,2969761.0,197.0,1104567.6,1117213.362833304,2970015.0,4137.0,616958.125,1168249.431634289,2970897.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
368318,0.0,5.430090302401728,368318.0,0.0,368318.0,368318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
8866035,0.0,0.6767399406837442,1773207.0,2642694.8318370017,5908406.0,9.0,1773207.0,2642694.8318370017,5908406.0,9.0,0.0,0.0,0.0,0.0,2957620.0,0.0,2957620.0,2957620.0,5908406.0,0.0,5908406.0,5908406.0,Virut
174,413793.103448276,17241.379310344826,87.0,115.96551211459379,169.0,5.0,87.0,115.96551211459379,169.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
30878,0.0,226.69862037696743,5146.333333333333,12412.139471769831,30482.0,9.0,5146.333333333333,12412.139471769831,30482.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
112268629,0.8907207729418339,0.03562883091767336,37422876.333333336,46046650.33926338,90592528.0,10650664.0,37422876.333333336,46046650.33926338,90592528.0,10650664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37422876.333333336,46046650.33926338,90592528.0,10650664.0,Normal
3000,27666.66666666667,666.6666666666666,3000.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
117007461,3.5980611526986297,0.11965048963843425,9000573.923076922,15026639.063502464,53673575.0,198.0,14625932.625000002,17160293.128341377,53673575.0,133046.0,4386645.75,2972344.8291758224,6434362.0,132969.0,2506725.5,2882620.495563108,4545046.0,468405.0,18643456.33333333,18215073.09442628,53673575.0,6434206.0,Normal
40991,2512.7467004952305,48.791198067868564,40991.0,0.0,40991.0,40991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
322187,285.54845477936726,6.2075751038992895,322187.0,0.0,322187.0,322187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1914445,0.0,3.1340675757203784,382889.0,71533.83006312468,472387.0,330185.0,792130.0,15484.224294423018,803079.0,781181.0,791162.5,16135.469639895828,802572.0,779753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neris
106276049,318.3219579418125,0.5081107221063516,2005208.471698113,13703513.45288875,99870836.0,6.0,4620697.782608695,20765963.674405146,99870836.0,348.0,193151.03448275864,284990.6018126467,877061.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
474,227848.1012658228,4219.4092827004215,474.0,0.0,474.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Weasel Bot
1307373,0.0,6.884033860267881,163421.625,180684.94683678192,454526.0,8.0,232213.4,318281.7014050604,600785.0,8.0,580559.0,28684.493685613485,600842.0,560276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virut
70108,1797.227135277001,28.527414845666684,70108.0,0.0,70108.0,70108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
33391288,8.804691810630366,0.2395834506293977,4770184.0,5864062.584632375,11824940.0,72294.0,8327601.75,5469372.935082009,11824940.0,165143.0,5396517.5,7390240.963650677,10622207.0,170828.0,72294.0,0.0,72294.0,72294.0,11024323.333333334,697617.3028418471,11824940.0,10547011.0,Normal
